Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,anomaly_label,anomaly_score,cluster,pred_cluster,Alert_Type
51314,138166,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,10168.92723,50.6636944,23027.66667,46231.04732,116187,1,0,0.0,0.0,0,0,119037,23807.4,51643.75363,116187,1,1,0,0,0,20,132,7.237670628,43.42602377,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.025084439435783645,,,
443,55657,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0.0,0.0,1167.867474,53.90157572,27828.5,39134.8248,55501,156,55657,27828.5,39134.8248,55501,156,0,0.0,0.0,0,0,0,0,0,0,60,0,53.90157572,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0.0,60,0,0,0,0,0,0,3,65,0,0,63840,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.21235165326363908,,,
80,73903755,8,6,56,11607,20,0,7.0,5.656854249,8760,0,1934.5,3414.854477,157.8133614,0.189435571,5684904.231,19200000.0,69300000,1,73200000,10500000.0,26000000.0,69300000,1,685358,137071.6,305898.9875,684280,1,0,0,0,0,172,132,0.108248898,0.081186673,0,8760,777.9333333,2262.786603,5120203.21,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,3873154.0,0.0,3873154,3873154,69300000.0,0.0,69300000,69300000,DDoS,-1,-0.00037156035207375204,32.0,32.0,🚨 DDoS Attack
80,98096418,9,4,62,11601,20,0,6.888888889,5.30199124,7300,0,2900.25,3563.297197,118.8932301,0.132522678,8174701.5,27500000.0,95600000,1,96300000,12000000.0,33800000.0,95600000,1,1782107,594035.6667,1020956.949,1772924,140,0,0,0,0,192,92,0.091746469,0.040776209,0,7300,833.5,2184.061804,4770125.962,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,681022.0,0.0,681022,681022,95600000.0,0.0,95600000,95600000,DDoS,-1,-0.022622485659816394,32.0,32.0,🚨 DDoS Attack
80,82153934,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,141.965204,0.14606726,7468539.455,23100000.0,76900000,49,80800000,11500000.0,28900000.0,76900000,146,1358239,452746.3333,783279.0681,1357199,161,0,0,0,0,172,92,0.097378173,0.048689087,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,3897465.0,0.0,3897465,3897465,76900000.0,0.0,76900000,76900000,DDoS,-1,-0.04321954778626291,32.0,32.0,🚨 DDoS Attack
80,93831216,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,124.2976538,0.138546643,7819268.0,24300000.0,84700000,1,93700000,13400000.0,31600000.0,84700000,1,174546,43636.5,86630.24258,173581,14,0,0,0,0,172,112,0.085259473,0.05328717,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1011.0,0.0,1011,1011,46800000.0,53500000.0,84700000,8995761,DDoS,-1,-0.0010595694060739902,31.0,31.0,🚨 DDoS Attack
80,100290922,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,116.2916819,0.129622898,8357576.833,27100000.0,94100000,1,100000000,14300000.0,35200000.0,94100000,1,31905,7976.25,15183.816,30742,3,0,0,0,0,172,112,0.079767938,0.049854961,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,978.0,0.0,978,978,50100000.0,62100000.0,94100000,6189846,DDoS,-1,-0.015250423485511422,31.0,31.0,🚨 DDoS Attack
80,84303579,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,138.3452534,0.154204604,7025298.25,23100000.0,80300000,3,82500000,11800000.0,30200000.0,80300000,3,1831251,457812.75,914950.2408,1830238,5,0,0,0,0,172,112,0.094895141,0.059309463,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,2156023.0,0.0,2156023,2156023,80300000.0,0.0,80300000,80300000,DDoS,-1,-0.003916123850334463,32.0,32.0,🚨 DDoS Attack
80,81046267,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,143.8314241,0.148063575,7367842.455,23700000.0,78700000,1,80700000,11500000.0,29600000.0,78700000,1,388369,129456.3333,218455.1774,381690,830,0,0,0,0,172,92,0.09870905,0.049354525,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,1985996.0,0.0,1985996,1985996,78700000.0,0.0,78700000,78700000,DDoS,-1,-0.017803463401776076,32.0,32.0,🚨 DDoS Attack
80,94919678,8,5,56,11607,20,0,7.0,5.656854249,7300,0,2321.4,3346.363967,122.8723089,0.136957902,7909973.167,25800000.0,89800000,3,94800000,13500000.0,33700000.0,89800000,3,161866,40466.5,80218.57355,160793,3,0,0,0,0,172,112,0.084281786,0.052676116,0,7300,833.5,2184.061804,4770125.962,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4909894.0,0.0,4909894,4909894,89800000.0,0.0,89800000,89800000,DDoS,-1,-0.013858123618375684,32.0,32.0,🚨 DDoS Attack
80,94196108,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,123.7524591,0.127393798,8563282.545,25400000.0,84900000,99,92500000,13200000.0,31700000.0,84900000,162,1709602,569867.3333,983412.3658,1705412,194,0,0,0,0,172,92,0.084929199,0.042464599,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,3017.0,0.0,3017,3017,46200000.0,54700000.0,84900000,7579947,DDoS,-1,-0.02684545444026809,31.0,31.0,🚨 DDoS Attack
80,92889238,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,125.6227336,0.161482647,6634945.571,23400000.0,87900000,1,92400000,11600000.0,30900000.0,87900000,1,465139,93027.8,207380.8123,464001,3,0,0,0,0,192,132,0.096889588,0.064593059,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,4542987.0,0.0,4542987,4542987,87900000.0,0.0,87900000,87900000,DDoS,-1,-0.013309400376410485,32.0,32.0,🚨 DDoS Attack
80,97751404,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,119.3128643,0.122760385,8886491.273,25200000.0,84000000,1,96300000,13800000.0,31300000.0,84000000,1,1430084,476694.6667,824909.5154,1429218,5,0,0,0,0,172,92,0.081840257,0.040920128,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,2012.0,0.0,2012,2012,48200000.0,50700000.0,84000000,12300000,DDoS,-1,-0.03625663203036411,31.0,31.0,🚨 DDoS Attack
80,89478023,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,130.3448557,0.145287072,7456501.917,25200000.0,87400000,4,89500000,12800000.0,32900000.0,87400000,4,27329,6832.25,12919.97968,26202,4,0,0,0,0,172,112,0.089407429,0.055879643,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,2067079.0,0.0,2067079,2067079,87400000.0,0.0,87400000,87400000,DDoS,-1,-0.008299765323065644,32.0,32.0,🚨 DDoS Attack
80,95901930,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,121.6138195,0.135555145,7991827.5,25500000.0,88700000,1,95900000,12000000.0,31100000.0,88700000,1,46610,15536.66667,23753.26298,42925,567,0,0,0,0,192,92,0.093845869,0.041709275,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,1004.0,0.0,1004,1004,47900000.0,57700000.0,88700000,7147802,DDoS,-1,-0.03733192232601701,31.0,31.0,🚨 DDoS Attack
80,90726554,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,128.4849858,0.132265577,8247868.545,27200000.0,90400000,1,90500000,12900000.0,34200000.0,90400000,1,267220,89073.33333,144156.8042,255400,186,0,0,0,0,172,92,0.088177051,0.044088526,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,77455.0,0.0,77455,77455,90400000.0,0.0,90400000,90400000,DDoS,-1,-0.022857587086257403,32.0,32.0,🚨 DDoS Attack
80,101455510,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,114.9567924,0.118278445,9223228.182,27800000.0,92800000,4,100000000,14300000.0,34700000.0,92800000,97,1325392,441797.3333,764360.8176,1324405,4,0,0,0,0,172,92,0.078852297,0.039426148,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,943.0,0.0,943,943,50100000.0,60400000.0,92800000,7360353,DDoS,-1,-0.0618603915697451,31.0,31.0,🚨 DDoS Attack
80,97208682,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,119.9172724,0.133732911,8100723.5,26200000.0,91000000,74,97200000,13900000.0,34100000.0,91000000,205,27428,6857.0,8212.75784,16975,157,0,0,0,0,172,112,0.082297176,0.051435735,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,864.0,0.0,864,864,48600000.0,59900000.0,91000000,6199929,DDoS,-1,-0.010860544658033433,31.0,31.0,🚨 DDoS Attack
80,86954146,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,134.0591626,0.13800377,7904922.364,25400000.0,84400000,48,86200000,12300000.0,31800000.0,84400000,48,729933,243311.0,412957.557,720122,173,0,0,0,0,172,92,0.092002514,0.046001257,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,1778491.0,0.0,1778491,1778491,84400000.0,0.0,84400000,84400000,DDoS,-1,-0.03293638872948634,32.0,32.0,🚨 DDoS Attack
80,97413387,8,5,56,11601,20,0,7.0,5.656854249,4380,0,2320.2,2207.341206,119.6652776,0.133451884,8117782.25,26100000.0,90800000,16,95600000,13700000.0,34100000.0,90800000,204,1871516,467879.0,927441.2132,1859015,159,0,0,0,0,172,112,0.082124236,0.051327648,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,4724361.0,0.0,4724361,4724361,90800000.0,0.0,90800000,90800000,DDoS,-1,-0.017066695722741554,32.0,32.0,🚨 DDoS Attack
80,101955305,9,5,62,11607,20,0,6.888888889,5.30199124,10135,0,2321.4,4413.201989,114.4521121,0.137315072,7842715.769,26600000.0,96200000,34,101000000,12600000.0,33800000.0,96200000,91,791872,197968.0,393884.4439,788792,188,0,0,0,0,192,112,0.088273975,0.049041097,0,10135,778.3333333,2615.387752,6840253.095,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,4989879.0,0.0,4989879,4989879,96200000.0,0.0,96200000,96200000,DDoS,-1,-0.0416271900959736,32.0,32.0,🚨 DDoS Attack
80,98910265,8,5,56,11601,20,0,7.0,5.656854249,4380,0,2320.2,2207.341206,117.8542996,0.131432263,8242522.083,27700000.0,96200000,0,98000000,14000000.0,36200000.0,96200000,0,914991,228747.75,440782.3335,889689,163,0,0,0,0,172,112,0.080881393,0.050550871,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1818021.0,0.0,1818021,1818021,96200000.0,0.0,96200000,96200000,DDoS,-1,-0.0208740372572922,32.0,32.0,🚨 DDoS Attack
80,100973272,8,5,56,11601,20,0,7.0,5.656854249,7300,0,2320.2,3022.508098,115.4463926,0.128746942,8414439.333,27500000.0,95700000,3,101000000,14400000.0,35900000.0,95700000,3,21069,5267.25,9823.3056,19998,190,0,0,0,0,172,112,0.079228887,0.049518055,0,7300,833.0714286,2033.250541,4134107.764,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2002.0,0.0,2002,2002,50500000.0,63900000.0,95700000,5270880,DDoS,-1,-0.022404818484229927,31.0,31.0,🚨 DDoS Attack
80,80683651,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,144.5522092,0.148729016,7334877.364,20800000.0,69200000,4,79500000,11400000.0,25800000.0,69200000,4,1217019,405673.0,701888.6089,1216144,4,0,0,0,0,172,92,0.099152677,0.049576339,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,506.0,0.0,506,506,39700000.0,41700000.0,69200000,10200000,DDoS,-1,-0.009266557425005595,31.0,31.0,🚨 DDoS Attack
80,80743810,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,144.4445091,0.148618204,7340346.364,21100000.0,70300000,3,80600000,11500000.0,26200000.0,70300000,3,188912,62970.66667,108157.6883,187859,13,0,0,0,0,172,92,0.099078802,0.049539401,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,1428.0,0.0,1428,1428,40300000.0,42500000.0,70300000,10200000,DDoS,-1,-0.007790659355393803,31.0,31.0,🚨 DDoS Attack
80,75604734,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,154.1834669,0.15872022,6873157.636,21700000.0,72200000,3,75400000,10800000.0,27100000.0,72200000,3,189817,63272.33333,103084.3525,182231,186,0,0,0,0,172,92,0.10581348,0.05290674,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,3261933.0,0.0,3261933,3261933,72200000.0,0.0,72200000,72200000,DDoS,-1,-0.01619511421279185,32.0,32.0,🚨 DDoS Attack
80,82510430,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,141.2791086,0.157555839,6875869.167,22600000.0,78500000,1,82400000,11800000.0,29500000.0,78500000,1,128762,32190.5,54648.17001,113534,189,0,0,0,0,172,112,0.096957439,0.060598399,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,3876901.0,0.0,3876901,3876901,78500000.0,0.0,78500000,78500000,DDoS,-1,-0.004980517800260431,32.0,32.0,🚨 DDoS Attack
80,100075128,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,116.482489,0.119909914,9097738.909,28500000.0,95000000,6,99000000,14100000.0,35700000.0,95000000,6,1037993,345997.6667,593185.3272,1030938,153,0,0,0,0,172,92,0.079939943,0.039969971,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4022706.0,0.0,4022706,4022706,95000000.0,0.0,95000000,95000000,DDoS,-1,-0.0444775614935371,32.0,32.0,🚨 DDoS Attack
80,99965663,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,116.6100404,0.130044653,8330471.917,27700000.0,96200000,3,99100000,14200000.0,36200000.0,96200000,3,927711,231927.75,451577.6198,909175,188,0,0,0,0,172,112,0.080027479,0.050017174,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2882663.0,0.0,2882663,2882663,96200000.0,0.0,96200000,96200000,DDoS,-1,-0.026731575504448157,32.0,32.0,🚨 DDoS Attack
80,81135965,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,143.7463645,0.147899886,7375996.818,21100000.0,70300000,2,80700000,11500000.0,26200000.0,70300000,2,474818,158272.6667,273470.5913,474049,4,0,0,0,0,172,92,0.098599924,0.049299962,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,978.0,0.0,978,978,40300000.0,42300000.0,70300000,10400000,DDoS,-1,-0.008503042960141705,31.0,31.0,🚨 DDoS Attack
80,100095618,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,116.4586446,0.129875815,8341301.5,27500000.0,95700000,1,100000000,14300000.0,35900000.0,95700000,1,15378,3844.5,4062.016371,8978,198,0,0,0,0,172,112,0.079923579,0.049952237,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,4380917.0,0.0,4380917,4380917,95700000.0,0.0,95700000,95700000,DDoS,-1,-0.02721588933728547,32.0,32.0,🚨 DDoS Attack
80,91021006,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,128.135257,0.131837699,8274636.909,24000000.0,80200000,1,89700000,12800000.0,29900000.0,80200000,1,1323691,441230.3333,763605.5704,1322966,5,0,0,0,0,172,92,0.087891799,0.0439459,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,1009.0,0.0,1009,1009,44800000.0,49900000.0,80200000,9536871,DDoS,-1,-0.020548538064506183,31.0,31.0,🚨 DDoS Attack
80,80977041,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,144.0284784,0.160539331,6748086.75,21900000.0,76300000,0,80200000,11500000.0,28600000.0,76300000,0,797228,199307.0,397974.7961,796269,4,0,0,0,0,172,112,0.098793435,0.061745897,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3842934.0,0.0,3842934,3842934,76300000.0,0.0,76300000,76300000,DDoS,-1,-0.013051905788471818,32.0,32.0,🚨 DDoS Attack
80,91572465,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,127.3636131,0.131043759,8324769.545,26600000.0,88400000,1,90400000,12900000.0,33300000.0,88400000,1,1218085,406028.3333,702402.6734,1217093,187,0,0,0,0,172,92,0.087362506,0.043681253,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,1972977.0,0.0,1972977,1972977,88400000.0,0.0,88400000,88400000,DDoS,-1,-0.04673103711871651,32.0,32.0,🚨 DDoS Attack
80,91730330,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,127.0790152,0.130818236,8339120.909,27300000.0,90700000,1,91700000,13100000.0,34200000.0,90700000,1,73813,24604.33333,37153.67484,67386,440,0,0,0,0,172,92,0.087212158,0.043606079,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,911015.0,0.0,911015,911015,90700000.0,0.0,90700000,90700000,DDoS,-1,-0.026273773522449417,32.0,32.0,🚨 DDoS Attack
80,100316661,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,116.3216547,0.12958964,8359721.75,25800000.0,89700000,1,100000000,12500000.0,31400000.0,89700000,1,211274,70424.66667,121308.5092,210499,13,0,0,0,0,192,92,0.089715905,0.039873735,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,1997.0,0.0,1997,1997,50100000.0,56100000.0,89700000,10400000,DDoS,-1,-0.04643633907665734,31.0,31.0,🚨 DDoS Attack
80,101787482,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,114.640816,0.147365862,7270534.429,25400000.0,95500000,1,102000000,12700000.0,33500000.0,95500000,1,50047,10009.4,20838.40477,47250,47,0,0,0,0,192,132,0.088419517,0.058946345,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,2842.0,0.0,2842,2842,50900000.0,63100000.0,95500000,6266679,DDoS,-1,-0.004085488874803089,31.0,31.0,🚨 DDoS Attack
80,94209161,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,123.7353127,0.137990827,7850763.417,25700000.0,89500000,4,94100000,13400000.0,33600000.0,89500000,4,129722,32430.5,46760.63465,99310,160,0,0,0,0,172,112,0.084917432,0.053073395,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,4617037.0,0.0,4617037,4617037,89500000.0,0.0,89500000,89500000,DDoS,-1,-0.018373652445096478,32.0,32.0,🚨 DDoS Attack
80,89898968,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,129.8012676,0.144606777,7491580.667,24100000.0,83800000,0,89100000,11100000.0,29400000.0,83800000,0,778455,259485.0,448819.5372,777737,5,0,0,0,0,192,92,0.100112384,0.044494393,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,1051.0,0.0,1051,1051,44600000.0,55500000.0,83800000,5304808,DDoS,-1,-0.025764247713603416,31.0,31.0,🚨 DDoS Attack
80,83830879,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,139.0537728,0.143145344,7620989.0,23400000.0,78100000,3,83800000,12000000.0,29200000.0,78100000,3,45248,15082.66667,15928.50079,32236,758,0,0,0,0,172,92,0.095430229,0.047715115,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,998.0,0.0,998,998,41900000.0,51200000.0,78100000,5687891,DDoS,-1,-0.006260460649895494,31.0,31.0,🚨 DDoS Attack
80,70793948,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,164.7457209,0.183631516,5899495.667,19600000.0,68200000,3,70200000,10000000.0,25600000.0,68200000,3,575739,143934.75,287149.7461,574659,4,0,0,0,0,172,112,0.11300401,0.070627506,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,2052948.0,0.0,2052948,2052948,68200000.0,0.0,68200000,68200000,DDoS,-1,-0.005935779328611668,32.0,32.0,🚨 DDoS Attack
80,97828900,9,6,62,11601,20,0,6.888888889,5.30199124,2920,0,1933.5,1495.722401,119.2183496,0.153328924,6987778.571,24900000.0,93400000,2,97700000,12200000.0,32900000.0,93400000,2,121683,24336.6,43204.94206,99898,51,0,0,0,0,192,132,0.091997355,0.06133157,0,2920,729.3125,1293.749111,1673786.763,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,4274868.0,0.0,4274868,4274868,93400000.0,0.0,93400000,93400000,DDoS,-1,-0.013202723461883337,32.0,32.0,🚨 DDoS Attack
80,95862711,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,121.6635736,0.125179018,8714791.909,25400000.0,84700000,1,95800000,13700000.0,31600000.0,84700000,1,37413,12471.0,10671.86151,20085,273,0,0,0,0,172,92,0.083452678,0.041726339,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,973.0,0.0,973,973,47900000.0,52100000.0,84700000,11100000,DDoS,-1,-0.037110434039571594,31.0,31.0,🚨 DDoS Attack
80,102032340,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,114.2480904,0.127410584,8502695.0,28400000.0,98700000,14,102000000,14600000.0,37100000.0,98700000,243,34570,8642.5,16421.99388,33271,46,0,0,0,0,172,112,0.078406513,0.049004071,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,3302610.0,0.0,3302610,3302610,98700000.0,0.0,98700000,98700000,DDoS,-1,-0.02797945002583757,32.0,32.0,🚨 DDoS Attack
